Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Promoter holding,Industry PE,EPS,Debt to equity,Return on equity,Return on assets,Return on capital employed,OPM,Profit after tax,Price to Earning,Dividend yield,Sales growth,Profit growth,Price to Free Cash Flow,PEG Ratio,Current ratio,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Average return on equity 5Years,Average return on equity 3Years,Return over 1year,Return over 3years,Return over 5years,Operating profit,Net profit,Sales preceding year,Operating profit preceding year,Operating profit growth,Debt 3Years back,Debt 5Years back,Free cash flow 3years,Free cash flow 5years,Operating cash flow 3years,Operating cash flow 5years,Net cash flow last year,FII holding,DII holding,Return on capital employed preceding year,Return on equity preceding year,Average return on capital employed 3Years,Average return on capital employed 5Years,Sales,EVEBITDA,Quick ratio,Quick ratio.1,EPS growth 5Years,EPS growth 3Years,Dividend Payout Ratio,RSI,DMA 50,Sector
Craftsman Auto,543276.0,CRAFTSMAN,Auto Ancillaries,4605.3,10983.51,48.7,22.85,83.08,0.7,20.02,7.91,19.99,15.77,196.25,55.97,0.24,16.64,-38.63,122.21,2.18,1.42,41.84,19.62,46.31,25.63,15.91,18.66,4.04,27.11,,795.99,204.64,3182.6,683.61,-7.48,805.98,985.26,270.19,703.77,1448.18,2116.84,36.17,15.64,22.72,20.58,19.75,19.53,17.03,5046.57,15.08,0.78,0.78,24.41,46.31,7.8,46.52,4676.22,Automobile and Auto Components
CreditAcc. Gram.,541770.0,CREDITACC,Finance & Investments,1088.55,17380.98,66.43,20.15,55.29,2.74,24.77,5.7,14.76,55.07,881.19,19.72,0.92,21.54,-34.51,-4.83,0.56,1.95,36.16,31.9,116.55,35.05,15.44,18.26,-27.84,1.66,17.21,3195.58,881.19,3487.03,2307.62,-7.32,8780.72,4866.57,-10802.39,-13501.52,-10737.12,-13403.39,-234.23,11.38,12.67,12.06,17.81,12.26,11.31,5803.19,11.19,1.95,1.95,32.26,114.82,11.02,54.3,1020.62,Financial services
CRISIL,500092.0,CRISIL,Miscellaneous,4452.7,32593.74,66.64,33.42,96.57,0.1,27.81,18.26,35.6,28.47,706.19,46.15,1.26,5.47,8.58,56.36,3.2,0.99,12.32,13.49,16.05,14.43,30.11,30.71,2.21,6.52,24.88,949.55,706.19,3139.52,881.5,10.81,132.14,2.67,1732.71,2629.26,2001.73,2905.32,-64.21,7.69,12.38,41.36,32.3,39.34,38.64,3335.28,30.99,0.99,0.99,14.17,15.92,59.84,48.84,4580.75,Fast Moving Consumer Goods
Crompton Gr. Con,539876.0,CROMPTON,Electric Equipment,337.3,21715.68,0.0,68.27,8.16,0.16,15.55,7.53,15.82,10.66,519.89,41.77,0.89,8.7,20.29,35.98,22.58,1.27,15.04,10.3,-9.69,1.85,24.48,19.68,5.94,-4.3,8.71,827.39,525.77,6869.61,770.47,14.67,518.11,649.26,1810.43,2983.6,2132.35,3373.56,95.22,30.33,57.05,15.97,18.12,17.83,24.72,7763.91,24.72,0.79,0.79,1.33,-10.41,43.86,47.15,344.88,"Capital Goods, Energy"
Cummins India,500480.0,CUMMINSIND,Engines,2895.4,80260.49,51.0,29.75,70.2,0.0,28.11,20.25,35.23,20.52,1945.93,41.25,1.31,19.03,37.15,98.94,2.28,3.01,27.43,9.62,36.76,18.1,19.84,22.53,-11.6,41.11,50.3,2092.63,1945.93,7744.43,1242.61,35.61,32.7,309.16,2433.57,3469.75,2798.22,4185.05,-99.5,17.21,22.84,26.82,21.63,27.65,23.68,10198.66,29.01,2.46,2.46,18.1,36.76,63.43,49.42,2920.52,
Cyient,532175.0,CYIENT,Computers - Software - Medium / Small,1187.7,13193.05,23.29,31.76,55.45,0.1,12.87,8.87,16.66,15.47,615.7,21.43,2.53,2.98,-15.38,21.68,1.71,3.03,17.52,10.7,5.64,12.53,15.65,15.82,-34.25,10.3,39.07,1138.4,648.3,7147.2,1302.8,-12.62,573.4,711.4,1824.4,3157.2,2069.9,3560.2,586.6,23.85,34.13,21.88,18.84,19.42,18.8,7360.4,10.03,2.6,2.6,12.31,5.41,46.87,44.52,1290.79,Information Technology
Dabur India,500096.0,DABUR,Personal Care - Indian,487.75,86435.88,66.27,38.29,10.14,0.17,19.22,12.59,22.28,18.77,1768.91,48.86,1.13,2.29,0.34,66.69,12.59,1.39,9.06,7.81,2.27,3.88,21.62,20.3,-3.94,-4.31,-0.06,2355.68,1768.91,11529.89,2162.49,0.56,509.06,699.37,3888.44,6909.91,5304.23,9032.52,-118.75,12.68,15.62,22.73,19.46,24.03,25.39,12547.59,30.23,0.91,0.91,3.81,2.18,52.89,51.46,492.99,"Consumer Services, Fast Moving Consumer Goods, Healthcare"
Dalmia BharatLtd,542216.0,DALBHARAT,Cement - South India,1942.7,36439.22,55.84,55.05,36.41,0.33,4.6,2.75,5.97,17.22,777.47,46.87,0.46,-4.84,1.49,-104.53,1.42,1.59,7.4,7.64,1.38,33.0,6.1,5.43,5.69,8.54,30.08,2407.0,699.0,14691.0,2639.0,-8.79,3176.0,6049.0,-1046.0,1707.0,7004.0,12540.0,-192.0,8.29,16.43,6.71,4.78,7.05,7.63,13980.0,15.78,1.33,1.33,33.75,1.34,25.04,61.44,1826.29,Construction Materials
Data Pattern,543428.0,DATAPATTNS,Electronics - Components,2486.6,13815.61,42.41,62.31,31.94,0.0,14.26,11.36,19.71,44.2,178.83,77.26,0.26,-5.39,7.76,4425.31,0.88,4.36,32.4,31.73,47.31,87.32,16.67,15.77,-16.27,46.07,,218.53,178.83,453.45,171.81,8.18,37.17,60.14,9.44,60.12,174.33,231.12,-127.04,12.75,7.36,19.67,14.23,24.26,26.39,494.43,51.14,3.3,3.3,-6.88,-54.05,20.03,76.71,1902.56,Capital Goods
DCM Shriram,523367.0,DCMSHRIRAM,Diversified - Mega,999.9,15597.27,66.52,28.72,34.83,0.33,6.6,3.77,8.99,10.26,543.16,28.72,0.66,3.17,5.27,-88.4,-2.06,1.48,9.55,7.05,-14.26,-13.92,14.69,13.62,3.52,-5.53,29.46,1190.3,543.16,11546.98,1606.42,11.07,1520.73,1610.05,-529.04,1011.23,3314.5,5697.6,-106.93,4.1,7.76,19.05,15.14,17.51,17.48,11599.87,12.02,0.95,0.95,-13.6,-14.26,23.14,40.59,1050.02,
Deepak Fertiliz.,500645.0,DEEPAKFERT,Chemicals,1279.9,16160.29,45.63,27.93,69.01,0.67,7.67,3.58,10.72,19.42,871.14,18.55,0.66,3.28,80.51,-82.44,0.39,1.05,14.4,5.22,0.48,47.55,15.28,17.36,111.52,23.78,66.1,1882.62,886.44,11319.07,2183.82,42.85,2592.96,3032.11,-587.78,653.3,2435.95,4261.72,-53.31,10.73,11.33,25.42,26.53,18.42,15.03,9693.35,9.85,0.78,0.78,41.23,-6.21,24.25,60.58,1180.81,"Chemicals, Diversified"
Deepak Nitrite,506401.0,DEEPAKNTR,Chemicals,1935.6,26428.83,49.28,27.93,54.89,0.17,16.38,12.97,21.65,13.08,690.65,38.27,0.39,9.46,-12.67,76.36,1.17,3.8,20.78,23.26,-2.15,32.81,28.19,23.94,-20.36,-5.95,30.77,1076.37,748.71,7972.06,1292.43,-7.58,589.74,1186.51,1037.29,2173.82,2351.82,4118.38,200.33,6.64,23.22,29.7,22.71,31.94,34.68,8228.45,23.19,2.71,2.71,32.81,-2.15,12.62,44.97,2029.77,"Chemicals, Diversified"
Delhivery,543529.0,DELHIVERY,Miscellaneous,305.55,22807.96,0.0,21.58,0.28,0.15,-2.94,-2.38,-1.73,3.32,40.87,558.06,0.0,11.23,112.18,-48.83,42.67,4.04,30.7,37.54,9.13,13.08,-11.03,-11.0,-31.95,,,292.75,21.08,7225.3,-451.61,225.28,1152.3,449.76,-1399.91,-2491.18,202.17,-426.97,7.54,51.99,30.04,-11.4,-13.5,-10.12,-8.91,8815.87,32.04,4.03,4.03,14.87,25.96,0.0,66.98,280.59,Fast Moving Consumer Goods
Devyani Intl.,543330.0,DEVYANI,Hotels,178.65,21556.04,62.72,413.29,0.17,2.66,4.92,1.26,8.73,15.78,13.41,1607.46,0.0,46.61,-87.78,128.99,78.53,0.49,46.34,22.1,35.93,20.47,,22.46,7.39,1.13,,754.98,-39.1,2997.72,657.15,30.75,1335.76,488.21,501.21,809.73,1680.06,2220.34,105.06,10.46,16.87,18.43,33.86,14.45,10.12,4785.54,30.8,0.35,0.35,15.41,35.53,0.0,67.96,164.72,Services
Divi's Lab.,532488.0,DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs,6087.0,161487.62,51.89,27.4,77.86,0.0,12.17,10.73,16.48,30.98,2067.0,78.13,0.49,21.15,49.46,140.83,22.65,7.24,4.02,9.66,-6.91,3.45,18.91,17.79,52.08,10.55,21.14,2812.0,2067.0,7767.0,2370.0,43.54,4.83,105.6,3442.6,4512.58,5631.8,8794.67,193.0,18.01,20.63,19.36,14.9,23.64,25.51,9078.0,50.0,4.8,4.8,3.45,-6.91,49.69,59.72,5792.25,Healthcare
Dixon Technolog.,540699.0,DIXON,Electronics - Consumer,16452.0,99111.55,32.27,25.34,131.9,0.36,24.73,6.44,29.16,3.75,635.39,155.99,0.03,106.39,80.73,2026.21,3.68,1.03,39.99,42.75,32.12,42.34,23.83,23.3,97.22,55.25,78.25,1247.24,864.93,12192.01,519.45,85.75,294.53,141.24,146.64,278.05,1582.82,1990.27,-16.56,21.81,23.07,24.18,22.52,25.29,28.04,33225.53,77.3,0.74,0.74,40.77,31.19,8.13,66.18,14818.46,Consumer Durables
DLF,532868.0,DLF,Construction,674.3,166897.6,74.08,32.22,16.18,0.11,6.95,4.8,5.74,26.92,3753.34,44.47,0.74,21.79,58.15,61.28,2.68,2.06,5.88,-5.14,32.5,16.61,4.27,5.71,-24.39,21.94,35.64,1884.76,4004.44,5694.83,1725.88,6.61,6885.62,17222.46,8171.54,9917.95,7745.89,9561.75,1186.48,16.27,4.72,4.61,5.47,5.06,4.64,7000.92,59.47,0.73,0.73,13.96,32.5,45.38,51.99,680.67,"Construction Materials, Metals & Mining, Realty"
Doms Industries,544045.0,DOMS,Printing & Stationery,2746.0,16646.25,70.39,20.08,32.8,0.23,26.58,17.44,30.67,18.59,199.07,83.62,0.09,22.98,40.25,598.5,,2.46,56.02,,190.47,,,23.73,49.32,,,336.12,209.19,1211.89,186.67,29.96,97.02,,83.55,56.7,406.8,451.83,22.19,9.9,15.82,34.36,32.75,24.85,18.57,1807.63,46.02,1.61,1.61,,28.83,9.91,47.01,2751.79,Fast Moving Consumer Goods
Dr Lal Pathlabs,539524.0,LALPATHLAB,Healthcare,2769.1,23166.98,53.91,52.96,58.27,0.07,24.22,19.04,28.78,28.26,487.1,47.56,0.87,10.54,36.1,49.38,2.86,3.39,5.65,13.09,12.16,16.62,21.87,20.24,16.72,2.12,11.79,695.5,492.2,2226.64,609.46,14.12,532.57,0.0,1406.34,1717.52,1560.16,2405.0,-68.3,23.9,15.79,25.17,20.36,24.04,26.83,2461.4,28.5,3.3,3.3,16.55,12.05,41.19,57.83,2665.51,"Consumer Services, Diversified, Healthcare, Services"
Dr Reddy's Labs,500124.0,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln,1183.9,98770.17,26.64,29.08,64.39,0.16,21.39,15.53,26.53,26.61,5362.1,18.42,0.68,14.76,2.56,41.42,0.75,1.92,13.72,12.64,41.29,24.41,16.73,18.67,-4.59,12.73,8.5,8310.6,5448.3,24669.7,6470.1,8.96,3030.8,3838.1,7154.9,11889.2,13241.6,19796.0,132.8,25.75,25.63,26.73,21.64,22.45,18.8,31229.3,11.08,1.36,1.36,24.29,41.14,11.96,54.99,1172.69,Healthcare
Easy Trip Plann.,543272.0,EASEMYTRIP,Travel Agencies,12.03,4238.97,48.97,52.72,0.24,0.0,31.9,21.81,43.36,38.32,158.46,26.75,0.42,-3.87,-4.87,538.1,0.55,3.34,51.5,36.64,37.92,48.95,41.13,40.6,-48.32,-22.23,,170.54,86.03,429.83,184.84,-20.22,0.0,0.0,23.77,153.91,28.66,160.87,121.01,3.74,2.9,54.57,46.86,54.61,57.31,445.08,21.37,3.34,3.34,48.38,37.04,14.87,46.38,12.59,Services
eClerx Services,532927.0,ECLERX,Computers - Software - Medium / Small,2515.1,12324.92,53.81,31.76,105.96,0.14,25.41,19.4,31.76,24.27,518.07,23.79,0.04,13.39,0.68,29.63,1.38,5.27,23.2,15.38,23.62,17.24,23.69,27.1,2.09,16.15,52.0,785.04,518.63,2647.9,723.28,-0.15,174.73,1.67,1247.59,1872.69,1462.42,2159.79,-64.05,10.12,25.12,36.47,29.29,34.04,29.49,3234.11,14.02,5.27,5.27,21.29,26.31,0.94,42.32,2728.74,Information Technology
Eicher Motors,505200.0,EICHERMOT,Automobiles - Motorcycles / Mopeds,5567.0,152583.38,49.08,45.93,162.14,0.02,24.23,18.92,31.14,25.62,4442.74,34.34,0.92,11.2,15.81,77.01,2.71,1.52,23.77,11.04,43.73,12.68,18.84,20.3,21.09,28.39,30.5,4582.98,4442.74,14442.18,3445.72,10.92,219.25,186.76,5946.64,8272.31,8073.41,11458.5,45.42,25.02,16.55,27.35,21.12,25.58,23.59,17885.28,23.89,1.05,1.05,12.6,43.64,34.9,56.46,5322.47,Automobile and Auto Components
EID Parry,500125.0,EIDPARRY,Sugar,817.35,14548.02,41.61,14.25,45.74,0.23,13.53,7.94,20.29,8.5,812.14,17.91,0.49,-1.18,-5.38,17.27,0.44,1.62,16.6,12.18,22.98,41.15,14.94,15.84,32.15,15.47,41.25,2579.02,1527.4,35243.8,3155.5,-6.01,1229.49,5124.62,2523.74,8607.2,4609.33,11366.29,-265.16,12.17,13.83,27.36,16.25,24.67,22.61,30354.53,4.44,1.03,1.03,41.07,22.89,7.89,53.42,793.02,Fast Moving Consumer Goods
EIH,500840.0,EIHOTEL,Hotels,370.45,23209.52,32.85,33.81,11.34,0.05,17.62,14.48,23.62,36.52,703.4,33.0,0.32,10.39,28.41,70.6,1.09,2.44,72.0,6.76,55.57,30.17,4.03,8.68,-22.56,32.18,37.97,970.35,755.87,2018.81,599.48,17.34,510.31,550.08,984.47,921.22,1307.27,1484.87,-1.39,6.08,13.64,15.61,11.37,12.17,6.24,2657.04,19.72,2.34,2.34,30.18,55.57,11.74,49.77,367.87,Services
Elecon Engg.Co,505700.0,ELECON,Engineering,544.85,12229.71,59.27,35.13,18.5,0.09,23.04,17.11,28.54,24.36,415.1,29.46,0.28,14.94,17.66,37.79,0.83,3.16,22.48,15.39,42.23,35.67,19.25,22.84,-3.94,79.57,118.66,542.59,415.1,1937.42,474.72,14.3,151.19,420.05,970.49,1425.18,1106.23,1577.46,49.16,8.65,4.39,31.32,24.47,28.25,22.67,2226.96,19.73,2.71,2.71,35.67,42.23,10.81,65.64,480.87,"Construction Materials, Metals & Mining, Oil Gas & Consumable Fuels, Realty"
Elgi Equipments,522074.0,ELGIEQUIP,Compressors / Drilling Equipment,445.45,14142.69,31.19,43.6,10.24,0.3,20.62,11.63,22.28,14.78,324.38,43.6,0.45,6.15,-20.05,106.0,1.78,2.13,18.7,11.55,44.35,24.43,17.33,20.92,-31.57,8.71,46.8,500.05,324.38,3040.7,437.15,2.47,464.72,237.74,399.52,604.43,522.17,797.69,104.72,29.09,4.98,24.43,23.77,21.86,17.29,3383.45,25.03,1.43,1.43,24.43,44.35,20.32,45.04,474.68,"Capital Goods, Metals & Mining, Oil Gas & Consumable Fuels"
Emami,531162.0,EMAMILTD,Personal Care - Indian,624.7,27270.31,54.85,38.29,18.17,0.03,29.95,22.37,31.72,26.86,787.32,34.64,1.28,6.09,9.23,50.11,1.86,1.96,7.5,5.84,17.97,18.62,27.94,32.84,28.3,8.3,26.27,1003.86,787.32,3405.73,855.26,7.27,100.74,109.87,1632.59,2904.74,2171.74,3624.02,6.17,12.11,23.68,28.02,28.28,30.12,27.42,3737.38,25.51,1.57,1.57,19.55,18.69,48.26,57.25,592.55,"Consumer Services, Fast Moving Consumer Goods, Healthcare"
Emcure Pharma,544210.0,EMCURE,Pharmaceuticals - Indian - Bulk Drugs & Formln,1021.9,19328.82,77.92,29.08,32.72,0.29,18.46,7.43,18.62,18.41,607.64,31.81,0.0,11.23,-6.2,38.86,1.59,1.57,9.77,7.14,6.1,20.02,20.52,23.97,,,,1390.31,631.25,5985.81,1181.51,4.08,2310.16,2128.29,1495.01,2428.55,2612.3,3817.04,218.52,3.06,3.44,20.77,23.91,21.63,19.68,7551.11,13.95,0.95,0.95,19.98,6.04,7.27,49.69,1050.87,Healthcare
Endurance Tech.,540153.0,ENDURANCE,Auto Ancillaries,1875.0,26383.34,75.0,22.85,56.97,0.14,13.64,8.73,16.6,13.46,801.38,32.92,0.45,15.24,32.06,113.16,6.64,1.65,16.08,6.4,7.1,4.96,14.22,12.54,-5.23,15.43,22.59,1518.03,801.38,8804.05,1036.27,24.03,641.09,730.5,699.4,1473.69,2660.63,4293.51,216.97,12.37,10.89,13.77,11.31,14.82,16.46,11282.1,16.41,1.25,1.25,4.96,7.1,17.57,44.12,1930.85,Automobile and Auto Components
Engineers India,532178.0,ENGINERSIN,Engineering - Turnkey Services,178.65,10056.67,51.32,28.88,7.39,0.01,20.8,9.61,22.21,10.02,415.48,24.2,1.68,-14.1,-20.09,472.85,6.82,1.11,1.43,5.79,9.67,3.55,16.42,16.01,-26.96,40.51,21.56,288.77,415.48,3330.14,309.84,-25.28,4.02,0.0,63.7,581.76,157.56,704.6,187.18,6.75,10.76,23.69,18.4,23.76,24.92,2882.5,19.3,1.11,1.11,6.01,9.67,37.87,55.72,170.17,"Metals & Mining, Realty"
Equitas Sma. Fin,543243.0,EQUITASBNK,Banks - Private Sector,66.95,7633.5,0.0,11.67,1.29,7.45,2.44,0.3,6.85,37.19,147.05,51.91,1.49,15.04,-81.59,5.23,-5.4,,22.19,19.0,-19.42,-9.62,9.43,9.33,-31.01,7.0,,2347.47,147.05,5486.4,2805.52,-16.33,21567.2,15923.28,4375.4,6439.16,5237.03,7440.44,1957.35,16.47,42.7,8.97,14.36,7.95,8.01,6311.73,16.23,,,-11.04,-16.86,0.0,59.96,62.29,"Banks - Private Sector, Diversified"
ERIS Lifescience,540596.0,ERIS,Pharmaceuticals - Indian - Formulations,1432.1,19503.17,54.85,36.45,24.2,0.99,16.28,7.77,11.27,33.34,329.36,59.22,0.51,47.19,-13.07,896.1,9.72,1.07,18.35,15.39,3.33,6.09,20.48,18.86,59.84,28.12,23.38,913.24,352.33,1685.15,538.76,41.52,6.78,176.42,65.3,540.3,1156.01,1802.54,38.22,8.43,18.07,16.73,18.03,17.69,21.05,2739.27,23.47,0.86,0.86,6.32,3.27,0.0,55.51,1359.66,Healthcare
Escorts Kubota,500495.0,ESCORTS,Automobiles - Tractors,3259.0,36495.35,68.04,31.97,107.74,0.01,12.0,9.75,16.08,11.74,1141.62,31.97,0.55,3.71,15.63,146.18,1.87,2.81,8.05,7.16,6.23,17.09,12.69,10.67,-2.96,25.85,35.51,1190.06,1198.42,8428.69,770.04,3.15,60.61,280.96,748.43,2368.54,1288.37,3214.19,27.61,5.21,11.34,11.31,8.56,14.34,18.49,10137.19,21.66,2.05,2.05,19.54,13.52,18.96,50.75,3229.62,Automobile and Auto Components
Eternal Ltd,543320.0,ETERNAL,Miscellaneous,232.52,224351.12,0.0,42.07,0.75,0.05,1.12,0.99,1.14,3.62,663.0,338.39,0.0,69.42,5625.0,-538.02,21.1,2.02,82.47,55.97,33.99,16.04,-9.51,-4.8,20.38,47.98,,651.0,663.0,7079.0,-1211.0,341.11,527.4,347.94,-1251.2,-4444.48,-891.0,-4052.53,91.0,44.36,23.47,-5.79,-5.91,-5.77,-32.89,17972.0,141.07,1.96,1.96,14.87,25.99,0.0,58.3,224.8,Fast Moving Consumer Goods
Exide Inds.,500086.0,EXIDEIND,Auto Ancillaries,351.75,29906.83,45.99,22.85,9.35,0.14,5.93,4.05,8.87,10.43,795.02,37.62,0.57,2.79,-6.11,-74.19,66.0,1.23,10.46,3.56,-43.18,0.57,14.54,6.71,-25.54,31.92,17.47,1798.03,800.5,16769.73,1823.48,-1.4,519.51,196.5,-1208.98,-40.51,3572.55,5896.93,-146.4,11.6,17.15,10.15,7.05,9.75,10.81,17237.85,16.6,0.45,0.45,0.57,-43.18,21.38,39.98,369.53,Automobile and Auto Components
F A C T,590024.0,FACT,Fertilizers,765.95,49572.3,90.0,18.66,-1.4,1.39,29.39,6.85,16.94,1.16,83.58,593.11,0.13,-22.56,-80.82,192.95,21.18,1.01,15.76,20.93,3.57,28.0,,56.41,7.1,82.7,79.42,47.19,-90.69,6198.15,754.9,-90.68,1822.36,2273.92,770.63,2902.66,1067.97,2302.97,385.98,0.14,8.59,30.35,62.45,26.7,29.54,4059.45,189.48,0.84,0.84,28.0,3.57,42.94,62.73,720.67,Chemicals
Federal Bank,500469.0,FEDERALBNK,Banks - Private Sector,196.68,48332.5,0.0,11.67,16.93,9.15,12.87,1.25,7.04,68.65,4158.85,11.62,0.61,19.27,7.35,10.22,0.54,,25.03,15.64,28.37,21.41,13.16,14.15,20.96,27.01,32.15,19294.93,4234.02,23565.48,16773.14,15.03,201264.91,164779.63,14172.81,17164.21,15721.39,19126.77,12407.59,26.28,49.07,6.93,14.84,6.62,6.1,28106.08,15.69,,,16.44,21.89,7.09,53.22,191.96,"Banks - Private Sector, Diversified"
Fine Organic,541557.0,FINEORG,Chemicals,4078.8,12506.33,75.0,27.93,132.23,0.0,21.74,19.27,29.04,23.35,405.85,30.82,0.25,0.87,1.13,41.36,1.32,7.86,20.28,13.32,47.36,23.31,29.59,31.97,-7.09,-3.13,15.16,501.19,405.43,3029.15,781.27,-6.47,89.17,128.27,908.35,1142.29,1113.42,1466.33,118.35,4.66,12.04,62.1,47.6,42.72,36.11,2146.83,19.32,6.79,6.79,23.31,47.36,8.34,47.65,4121.02,"Chemicals, Diversified"
Finolex Cables,500144.0,FINCABLES,Cables - Power,866.55,13249.17,35.86,24.16,35.23,0.0,14.2,12.9,18.68,9.89,538.76,24.59,0.92,5.95,-3.79,36.47,2.42,7.17,21.9,10.25,25.71,10.15,13.49,13.92,-17.73,29.24,27.71,506.85,538.76,4481.11,495.56,-10.99,6.7,0.55,1089.98,1426.55,1406.26,1829.43,25.67,10.57,16.07,18.51,14.39,18.05,17.49,5125.33,17.54,5.99,5.99,10.15,25.71,21.41,45.92,902.74,Energy
Finolex Inds.,500940.0,FINPIPE,Plastics Products,174.48,10820.57,52.47,26.18,12.9,0.05,8.14,6.43,10.91,12.12,477.26,22.67,1.43,-0.41,0.44,24.5,10.59,2.89,7.64,6.91,-16.55,2.14,13.75,10.69,-34.52,3.76,16.78,509.58,800.32,4397.05,292.54,-14.04,203.85,89.5,1325.49,2247.8,1282.97,2330.26,-6.41,6.48,11.7,6.53,5.13,14.77,19.47,4205.58,14.4,2.34,2.34,2.14,-16.55,32.64,46.68,183.65,"Consumer Durables, Fast Moving Consumer Goods"
Firstsour.Solu.,532809.0,FSL,Computers - Software - Medium / Small,340.7,24081.59,53.66,31.76,8.41,0.63,15.07,8.48,14.78,15.13,587.39,41.0,1.17,25.95,14.23,40.58,3.45,0.92,10.46,14.26,3.21,11.9,15.94,15.16,61.13,39.69,57.41,1207.63,594.46,6336.25,994.65,21.41,1783.7,1355.65,1780.84,3217.52,2140.91,3820.04,-22.21,10.07,22.9,15.42,14.55,15.09,15.49,7980.31,21.95,0.92,0.92,11.48,2.79,46.9,51.07,339.6,Information Technology
Five-Star Bus.Fi,543663.0,FIVESTAR,Finance & Investments,705.95,20754.82,21.47,20.15,36.43,1.26,18.65,8.22,16.31,74.12,1072.49,19.35,0.0,30.46,28.3,-14.15,0.59,12.9,31.44,29.34,33.23,32.57,16.89,17.27,-6.9,,,2110.77,1072.49,2182.85,1600.5,31.88,2558.83,2363.69,-4407.19,-4853.47,-4290.1,-4724.53,-37.24,58.75,9.09,15.8,17.53,15.52,15.53,2847.84,12.46,12.9,12.9,-18.9,32.76,0.0,42.9,730.61,Financial services
Fortis Health.,532843.0,FORTIS,Healthcare,685.55,51725.15,31.17,52.96,10.19,0.15,7.85,5.03,10.34,20.28,786.13,65.8,0.15,12.03,46.87,127.1,1.54,0.47,19.59,9.05,136.28,42.77,4.47,7.3,56.32,36.91,40.1,1533.51,824.5,6297.64,1101.34,32.56,1530.55,2010.27,1221.71,1530.59,2787.74,3444.77,124.52,27.4,29.46,9.83,7.77,10.02,7.35,7561.43,32.66,0.44,0.44,42.77,136.28,12.61,58.37,650.85,"Consumer Services, Diversified, Healthcare, Services"
FSN E-Commerce,543384.0,NYKAA,Trading,194.37,55595.61,52.16,31.86,0.18,1.0,2.44,1.25,6.87,5.74,52.73,1054.34,0.0,25.53,90.98,-183.86,38.92,1.18,37.79,41.86,-19.36,27.09,3.22,2.58,9.97,-11.7,,433.84,62.09,5143.8,257.06,34.08,333.0,310.47,-906.81,-855.25,-493.95,-354.62,34.4,8.83,25.2,5.52,1.42,6.42,7.43,7556.04,123.49,0.52,0.52,15.32,-74.5,0.0,66.84,178.63,Services
G M D C,532181.0,GMDCLTD,Mining / Minerals / Metals,304.15,9664.26,74.0,16.56,20.97,0.0,10.37,8.61,13.78,23.06,666.7,14.5,3.14,5.81,-21.77,29.45,1.08,5.95,22.83,5.55,17.23,13.37,11.66,14.44,-27.6,17.62,50.46,649.08,666.7,3497.88,1336.81,-19.67,0.81,0.0,985.37,1111.47,1522.73,1670.14,-17.85,2.15,0.76,31.13,22.71,20.82,13.75,2815.31,9.42,5.7,5.7,13.37,17.23,49.2,54.91,290.11,"Metals & Mining, Oil Gas & Consumable Fuels"
G N F C,500670.0,GNFC,Chemicals,486.35,7144.31,41.3,27.93,34.16,0.01,5.63,4.36,7.71,6.54,502.0,14.23,3.39,-1.78,-27.46,7.62,-1.75,3.77,15.63,6.11,-11.09,-8.11,13.94,15.22,-31.75,-16.24,28.15,520.0,502.0,10226.93,1878.52,-28.47,4.06,207.93,2814.15,4638.69,3371.02,5541.16,-14.19,15.03,10.14,22.89,17.31,21.25,17.48,7947.0,5.25,2.8,2.8,-7.07,-9.41,50.01,44.58,508.24,"Chemicals, Diversified"
G R Infraproject,543317.0,GRINFRA,Construction,1038.1,10007.03,74.7,20.14,120.4,0.54,15.58,8.09,16.89,21.45,938.98,10.66,1.2,-15.09,-19.01,-11.69,1.22,3.03,4.61,11.2,4.1,8.73,22.24,19.91,-24.21,-12.79,,1631.24,1165.32,9481.51,2553.7,-27.58,4524.82,2140.79,-2576.27,-4094.28,-1789.42,-2512.81,322.68,2.84,19.17,21.62,26.11,18.28,21.02,7604.25,7.11,2.64,2.64,9.34,5.09,0.0,44.39,1092.6,"Construction Materials, Metals & Mining, Realty"
G S F C,500690.0,GSFC,Fertilizers,186.11,7418.76,37.84,18.66,13.65,0.01,4.55,3.9,5.77,6.03,543.8,13.64,2.15,0.04,-28.85,53.56,5.01,4.23,6.24,1.52,10.51,2.72,6.52,7.83,-24.56,2.74,33.49,577.77,543.82,11368.69,1588.15,-28.92,36.77,1068.69,415.4,1842.0,892.45,2667.17,-565.6,11.83,7.48,13.07,10.62,10.47,8.11,9577.02,5.73,3.48,3.48,2.72,10.51,28.26,50.27,186.6,Chemicals
GAIL (India),532155.0,GAIL,Miscellaneous,189.09,124427.0,51.88,15.73,18.9,0.23,13.97,8.53,14.66,11.39,10533.82,11.81,3.44,3.4,30.67,-125.64,1.45,1.1,32.42,11.83,17.37,8.14,14.78,14.31,-9.57,21.24,24.27,15745.1,12431.57,145668.3,7500.36,43.08,7872.61,2223.73,-2968.73,-549.35,25210.32,42549.08,902.26,14.79,19.02,9.76,8.69,15.89,16.33,138217.72,7.65,0.86,0.86,8.76,17.88,36.53,58.83,178.46,Fast Moving Consumer Goods
